Plot Title: RCW2,,,,,,,,,
#,"Date Time, GMT-08:00","Abs Pres, psi (LGR S/N: 10766795, SEN S/N: 10766795)","Temp, °F (LGR S/N: 10766795, SEN S/N: 10766795)","Abs Pres Barom., psi (LGR S/N: 20844446, SEN S/N: 20844446)","Sensor Depth, feet (LGR S/N: 10766795)",Coupler Detached (LGR S/N: 10766795),Coupler Attached (LGR S/N: 10766795),Host Connected (LGR S/N: 10766795),End Of File (LGR S/N: 10766795)
1,8/17/2020 9:00,,,12.4344,,,,,
2,8/17/2020 9:30,,,12.4158,,,,,
3,8/17/2020 10:00,,,12.4306,,,,,
4,8/17/2020 10:30,,,12.4193,,,,,
5,8/17/2020 11:00,,,12.4154,,,,,
6,8/17/2020 11:30,,,12.4147,,,,,
7,8/17/2020 12:00,,,12.4132,,,,,
8,8/17/2020 12:30,,,12.4103,,,,,
9,8/17/2020 13:00,,,12.4205,,,,,
10,8/17/2020 13:30,,,12.4242,,,,,
11,8/17/2020 14:00,,,12.4196,,,,,
12,8/17/2020 14:30,,,12.4161,,,,,
13,8/17/2020 15:00,,,12.4122,,,,,
14,8/17/2020 15:30,,,12.4132,,,,,
15,8/17/2020 16:00,,,12.4083,,,,,
16,8/17/2020 16:30,,,12.4068,,,,,
17,8/17/2020 17:00,,,12.4045,,,,,
18,8/17/2020 17:30,,,12.4062,,,,,
19,8/17/2020 18:00,,,12.4039,,,,,
20,8/17/2020 18:30,,,12.4117,,,,,
21,8/17/2020 19:00,,,12.4087,,,,,
22,8/17/2020 19:30,,,12.4057,,,,,
23,8/17/2020 20:00,,,12.4104,,,,,
24,8/17/2020 20:30,,,12.4097,,,,,
25,8/17/2020 21:00,,,12.4094,,,,,
26,8/17/2020 21:30,,,12.4055,,,,,
27,8/17/2020 22:00,,,12.4074,,,,,
28,8/17/2020 22:30,,,12.4017,,,,,
29,8/17/2020 23:00,,,12.4017,,,,,
30,8/17/2020 23:30,,,12.4051,,,,,
31,8/18/2020 0:00,,,12.4046,,,,,
32,8/18/2020 0:30,,,12.4022,,,,,
33,8/18/2020 1:00,,,12.401,,,,,
34,8/18/2020 1:30,,,12.3996,,,,,
35,8/18/2020 2:00,,,12.3957,,,,,
36,8/18/2020 2:30,,,12.3959,,,,,
37,8/18/2020 3:00,,,12.3948,,,,,
38,8/18/2020 3:30,,,12.3958,,,,,
39,8/18/2020 4:00,,,12.391,,,,,
40,8/18/2020 4:30,,,12.3925,,,,,
41,8/18/2020 5:00,,,12.392,,,,,
42,8/18/2020 5:30,,,12.3938,,,,,
43,8/18/2020 6:00,,,12.3981,,,,,
44,8/18/2020 6:30,,,12.4007,,,,,
45,8/18/2020 7:00,,,12.4035,,,,,
46,8/18/2020 7:30,,,12.4054,,,,,
47,8/18/2020 8:00,,,12.4041,,,,,
48,8/18/2020 8:30,,,12.4015,,,,,
49,8/18/2020 9:00,,,12.4046,,,,,
50,8/18/2020 9:30,,,12.4028,,,,,
51,8/18/2020 10:00,,,12.4016,,,,,
52,8/18/2020 10:30,,,12.402,,,,,
53,8/18/2020 11:00,,,12.3997,,,,,
54,8/18/2020 11:30,,,12.3949,,,,,
55,8/18/2020 12:00,,,12.3927,,,,,
56,8/18/2020 12:30,,,12.3867,,,,,
57,8/18/2020 13:00,,,12.3855,,,,,
58,8/18/2020 13:30,,,12.3848,,,,,
59,8/18/2020 14:00,,,12.3798,,,,,
60,8/18/2020 14:30,,,12.3724,,,,,
61,8/18/2020 15:00,,,12.3658,,,,,
62,8/18/2020 15:30,,,12.3617,,,,,
63,8/18/2020 16:00,,,12.3581,,,,,
64,8/18/2020 16:30,,,12.3562,,,,,
65,8/18/2020 17:00,,,12.3518,,,,,
66,8/18/2020 17:30,,,12.3518,,,,,
67,8/18/2020 18:00,,,12.3491,,,,,
68,8/18/2020 18:30,,,12.3521,,,,,
69,8/18/2020 19:00,,,12.3549,,,,,
70,8/18/2020 19:30,,,12.3585,,,,,
71,8/18/2020 20:00,,,12.3642,,,,,
72,8/18/2020 20:30,,,12.3646,,,,,
73,8/18/2020 21:00,,,12.3655,,,,,
74,8/18/2020 21:30,,,12.3613,,,,,
75,8/18/2020 22:00,,,12.3592,,,,,
76,8/18/2020 22:30,,,12.3572,,,,,
77,8/18/2020 23:00,,,12.3572,,,,,
78,8/18/2020 23:30,,,12.3568,,,,,
79,8/19/2020 0:00,,,12.3579,,,,,
80,8/19/2020 0:30,,,12.3591,,,,,
81,8/19/2020 1:00,,,12.3569,,,,,
82,8/19/2020 1:30,,,12.3543,,,,,
83,8/19/2020 2:00,,,12.3526,,,,,
84,8/19/2020 2:30,,,12.3547,,,,,
85,8/19/2020 3:00,,,12.3511,,,,,
86,8/19/2020 3:30,,,12.35,,,,,
87,8/19/2020 4:00,,,12.3453,,,,,
88,8/19/2020 4:30,,,12.3453,,,,,
89,8/19/2020 5:00,,,12.3417,,,,,
90,8/19/2020 5:30,,,12.3429,,,,,
91,8/19/2020 6:00,,,12.3468,,,,,
92,8/19/2020 6:30,,,12.3463,,,,,
93,8/19/2020 7:00,,,12.3489,,,,,
94,8/19/2020 7:30,,,12.3511,,,,,
95,8/19/2020 8:00,,,12.3495,,,,,
96,8/19/2020 8:30,,,12.3507,,,,,
97,8/19/2020 9:00,,,12.3511,,,,,
98,8/19/2020 9:30,,,12.3494,,,,,
99,8/19/2020 10:00,,,12.3503,,,,,
100,8/19/2020 10:30,,,12.3505,,,,,
101,8/19/2020 11:00,,,12.3482,,,,,
102,8/19/2020 11:30,,,12.3468,,,,,
103,8/19/2020 12:00,,,12.3439,,,,,
104,8/19/2020 12:30,,,12.3479,,,,,
105,8/19/2020 13:00,,,12.3475,,,,,
106,8/19/2020 13:30,,,12.345,,,,,
107,8/19/2020 14:00,,,12.3427,,,,,
108,8/19/2020 14:30,,,12.3385,,,,,
109,8/19/2020 15:00,,,12.3371,,,,,
110,8/19/2020 15:30,,,12.3327,,,,,
111,8/19/2020 16:00,,,12.3285,,,,,
112,8/19/2020 16:30,,,12.3244,,,,,
113,8/19/2020 17:00,,,12.3227,,,,,
114,8/19/2020 17:30,,,12.3215,,,,,
115,8/19/2020 18:00,,,12.3223,,,,,
116,8/19/2020 18:30,,,12.324,,,,,
117,8/19/2020 19:00,,,12.3253,,,,,
118,8/19/2020 19:30,,,12.3246,,,,,
119,8/19/2020 20:00,,,12.3302,,,,,
120,8/19/2020 20:30,,,12.3276,,,,,
121,8/19/2020 21:00,,,12.3297,,,,,
122,8/19/2020 21:30,,,12.3285,,,,,
123,8/19/2020 22:00,,,12.3262,,,,,
124,8/19/2020 22:30,,,12.3253,,,,,
125,8/19/2020 23:00,,,12.3269,,,,,
126,8/19/2020 23:30,,,12.3241,,,,,
127,8/20/2020 0:00,,,12.3228,,,,,
128,8/20/2020 0:30,,,12.3234,,,,,
129,8/20/2020 1:00,,,12.3231,,,,,
130,8/20/2020 1:30,,,12.3191,,,,,
131,8/20/2020 2:00,,,12.3198,,,,,
132,8/20/2020 2:30,,,12.3195,,,,,
133,8/20/2020 3:00,,,12.3198,,,,,
134,8/20/2020 3:30,,,12.3166,,,,,
135,8/20/2020 4:00,,,12.3169,,,,,
136,8/20/2020 4:30,,,12.317,,,,,
137,8/20/2020 5:00,,,12.323,,,,,
138,8/20/2020 5:30,,,12.3253,,,,,
139,8/20/2020 6:00,,,12.3281,,,,,
140,8/20/2020 6:30,,,12.3269,,,,,
141,8/20/2020 7:00,,,12.3297,,,,,
142,8/20/2020 7:30,,,12.3291,,,,,
143,8/20/2020 8:00,,,12.3292,,,,,
144,8/20/2020 8:30,,,12.3298,,,,,
145,8/20/2020 9:00,,,12.3321,,,,,
146,8/20/2020 9:30,,,12.3356,,,,,
147,8/20/2020 10:00,,,12.3305,,,,,
148,8/20/2020 10:30,,,12.3288,,,,,
149,8/20/2020 11:00,,,12.3291,,,,,
150,8/20/2020 11:30,,,12.3234,,,,,
151,8/20/2020 12:00,,,12.3223,,,,,
152,8/20/2020 12:30,,,12.321,,,,,
153,8/20/2020 13:00,,,12.313,,,,,
154,8/20/2020 13:30,,,12.3146,,,,,
155,8/20/2020 14:00,,,12.3086,,,,,
156,8/20/2020 14:30,,,12.3031,,,,,
157,8/20/2020 15:00,,,12.298,,,,,
158,8/20/2020 15:30,,,12.2934,,,,,
159,8/20/2020 16:00,,,12.2944,,,,,
160,8/20/2020 16:30,,,12.2944,,,,,
161,8/20/2020 17:00,,,12.2917,,,,,
162,8/20/2020 17:30,,,12.2895,,,,,
163,8/20/2020 18:00,,,12.2904,,,,,
164,8/20/2020 18:30,,,12.2893,,,,,
165,8/20/2020 19:00,,,12.2928,,,,,
166,8/20/2020 19:30,,,12.2954,,,,,
167,8/20/2020 20:00,,,12.294,,,,,
168,8/20/2020 20:30,,,12.2962,,,,,
169,8/20/2020 21:00,,,12.2999,,,,,
170,8/20/2020 21:30,,,12.2988,,,,,
171,8/20/2020 22:00,,,12.296,,,,,
172,8/20/2020 22:30,,,12.2991,,,,,
173,8/20/2020 23:00,,,12.2979,,,,,
174,8/20/2020 23:30,,,12.2983,,,,,
175,8/21/2020 0:00,,,12.2993,,,,,
176,8/21/2020 0:30,,,12.2937,,,,,
177,8/21/2020 1:00,,,12.2977,,,,,
178,8/21/2020 1:30,,,12.2996,,,,,
179,8/21/2020 2:00,,,12.2985,,,,,
180,8/21/2020 2:30,,,12.3001,,,,,
181,8/21/2020 3:00,,,12.3004,,,,,
182,8/21/2020 3:30,,,12.3015,,,,,
183,8/21/2020 4:00,,,12.3017,,,,,
184,8/21/2020 4:30,,,12.3008,,,,,
185,8/21/2020 5:00,,,12.3043,,,,,
186,8/21/2020 5:30,,,12.3021,,,,,
187,8/21/2020 6:00,,,12.3062,,,,,
188,8/21/2020 6:30,,,12.3089,,,,,
189,8/21/2020 7:00,,,12.3112,,,,,
190,8/21/2020 7:30,,,12.3154,,,,,
191,8/21/2020 8:00,,,12.3162,,,,,
192,8/21/2020 8:30,,,12.3183,,,,,
193,8/21/2020 9:00,,,12.3246,,,,,
194,8/21/2020 9:30,,,12.3249,,,,,
195,8/21/2020 10:00,,,12.3244,,,,,
196,8/21/2020 10:30,,,12.3211,,,,,
197,8/21/2020 11:00,,,12.3212,,,,,
198,8/21/2020 11:30,,,12.3179,,,,,
199,8/21/2020 12:00,,,12.3173,,,,,
200,8/21/2020 12:30,,,12.3191,,,,,
201,8/21/2020 13:00,,,12.3167,,,,,
202,8/21/2020 13:30,,,12.3131,,,,,
203,8/21/2020 14:00,,,12.3094,,,,,
204,8/21/2020 14:30,,,12.3057,,,,,
205,8/21/2020 15:00,,,12.2995,,,,,
206,8/21/2020 15:30,,,12.2985,,,,,
207,8/21/2020 16:00,,,12.2966,,,,,
208,8/21/2020 16:30,,,12.2967,,,,,
209,8/21/2020 17:00,,,12.2964,,,,,
210,8/21/2020 17:30,,,12.3007,,,,,
211,8/21/2020 18:00,,,12.3005,,,,,
212,8/21/2020 18:30,,,12.2998,,,,,
213,8/21/2020 19:00,,,12.3043,,,,,
214,8/21/2020 19:30,,,12.3115,,,,,
215,8/21/2020 20:00,,,12.3152,,,,,
216,8/21/2020 20:30,,,12.3188,,,,,
217,8/21/2020 21:00,,,12.317,,,,,
218,8/21/2020 21:30,,,12.3188,,,,,
219,8/21/2020 22:00,,,12.3194,,,,,
220,8/21/2020 22:30,,,12.3211,,,,,
221,8/21/2020 23:00,,,12.3175,,,,,
222,8/21/2020 23:30,,,12.3176,,,,,
223,8/22/2020 0:00,,,12.3157,,,,,
224,8/22/2020 0:30,,,12.3167,,,,,
225,8/22/2020 1:00,,,12.3152,,,,,
226,8/22/2020 1:30,,,12.3175,,,,,
227,8/22/2020 2:00,,,12.3175,,,,,
228,8/22/2020 2:30,,,12.3188,,,,,
229,8/22/2020 3:00,,,12.3186,,,,,
230,8/22/2020 3:30,,,12.3188,,,,,
231,8/22/2020 4:00,,,12.3197,,,,,
232,8/22/2020 4:30,,,12.321,,,,,
233,8/22/2020 5:00,,,12.3255,,,,,
234,8/22/2020 5:30,,,12.3257,,,,,
235,8/22/2020 6:00,,,12.3298,,,,,
236,8/22/2020 6:30,,,12.3327,,,,,
237,8/22/2020 7:00,,,12.3339,,,,,
238,8/22/2020 7:30,,,12.3387,,,,,
239,8/22/2020 8:00,,,12.3375,,,,,
240,8/22/2020 8:30,,,12.3427,,,,,
241,8/22/2020 9:00,,,12.3443,,,,,
242,8/22/2020 9:30,,,12.3447,,,,,
243,8/22/2020 10:00,,,12.3439,,,,,
244,8/22/2020 10:30,,,12.3446,,,,,
245,8/22/2020 11:00,,,12.3411,,,,,
246,8/22/2020 11:30,,,12.3369,,,,,
247,8/22/2020 12:00,,,12.3352,,,,,
248,8/22/2020 12:30,,,12.3339,,,,,
249,8/22/2020 13:00,,,12.3308,,,,,
250,8/22/2020 13:30,,,12.3256,,,,,
251,8/22/2020 14:00,,,12.3249,,,,,
252,8/22/2020 14:30,,,12.3152,,,,,
253,8/22/2020 15:00,,,12.3143,,,,,
254,8/22/2020 15:30,,,12.3107,,,,,
255,8/22/2020 16:00,,,12.3096,,,,,
256,8/22/2020 16:30,,,12.3118,,,,,
257,8/22/2020 17:00,,,12.3086,,,,,
258,8/22/2020 17:30,,,12.3076,,,,,
259,8/22/2020 18:00,,,12.3091,,,,,
260,8/22/2020 18:30,,,12.3076,,,,,
261,8/22/2020 19:00,,,12.3104,,,,,
262,8/22/2020 19:30,,,12.3176,,,,,
263,8/22/2020 20:00,,,12.3227,,,,,
264,8/22/2020 20:30,,,12.3253,,,,,
265,8/22/2020 21:00,,,12.3234,,,,,
266,8/22/2020 21:30,,,12.3284,,,,,
267,8/22/2020 22:00,,,12.3257,,,,,
268,8/22/2020 22:30,,,12.3224,,,,,
269,8/22/2020 23:00,,,12.3227,,,,,
270,8/22/2020 23:30,,,12.3234,,,,,
271,8/23/2020 0:00,,,12.3214,,,,,
272,8/23/2020 0:30,,,12.3198,,,,,
273,8/23/2020 1:00,,,12.3191,,,,,
274,8/23/2020 1:30,,,12.3172,,,,,
275,8/23/2020 2:00,,,12.3185,,,,,
276,8/23/2020 2:30,,,12.3197,,,,,
277,8/23/2020 3:00,,,12.3188,,,,,
278,8/23/2020 3:30,,,12.3197,,,,,
279,8/23/2020 4:00,,,12.3195,,,,,
280,8/23/2020 4:30,,,12.3207,,,,,
