Plot Title: RCW6,,,,,,,,,
#,"Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 20214180, SEN S/N: 20214180)","Temp, °F (LGR S/N: 20214180, SEN S/N: 20214180)","Abs Pres Barom., psi (LGR S/N: 20844446, SEN S/N: 20844446)","Sensor Depth, feet (LGR S/N: 20214180)",Coupler Detached (LGR S/N: 20214180),Coupler Attached (LGR S/N: 20214180),Host Connected (LGR S/N: 20214180),End Of File (LGR S/N: 20214180)
1,7/9/2020 21:00,14.7535,51.699,,,Logged,,,
2,7/9/2020 21:30,14.7541,51.523,,,,,,
3,7/9/2020 22:00,14.7572,51.523,,,,,,
4,7/9/2020 22:30,14.7541,51.523,,,,,,
5,7/9/2020 23:00,14.7556,51.523,,,,,,
6,7/9/2020 23:30,14.7572,51.523,,,,,,
7,7/10/2020 0:00,14.7556,51.523,,,,,,
8,7/10/2020 0:30,14.7556,51.523,,,,,,
9,7/10/2020 1:00,14.7556,51.523,,,,,,
10,7/10/2020 1:30,14.7541,51.523,,,,,,
11,7/10/2020 2:00,14.7556,51.523,,,,,,
12,7/10/2020 2:30,14.7572,51.523,,,,,,
13,7/10/2020 3:00,14.7556,51.523,,,,,,
14,7/10/2020 3:30,14.7586,51.523,,,,,,
15,7/10/2020 4:00,14.7601,51.523,,,,,,
16,7/10/2020 4:30,14.7601,51.523,,,,,,
17,7/10/2020 5:00,14.763,51.523,,,,,,
18,7/10/2020 5:30,14.7644,51.523,,,,,,
19,7/10/2020 6:00,14.7675,51.523,,,,,,
20,7/10/2020 6:30,14.7704,51.523,,,,,,
21,7/10/2020 7:00,14.7747,51.523,,,,,,
22,7/10/2020 7:30,14.7747,51.523,,,,,,
23,7/10/2020 8:00,14.7776,51.523,,,,,,
24,7/10/2020 8:30,14.7776,51.523,,,,,,
25,7/10/2020 9:00,14.7807,51.523,,,,,,
26,7/10/2020 9:30,14.7792,51.523,,,,,,
27,7/10/2020 10:00,14.7776,51.523,,,,,,
28,7/10/2020 10:30,14.7792,51.523,,,,,,
29,7/10/2020 11:00,14.7807,51.523,,,,,,
30,7/10/2020 11:30,14.7792,51.523,,,,,,
31,7/10/2020 12:00,14.7776,51.523,,,,,,
32,7/10/2020 12:30,14.7776,51.523,,,,,,
33,7/10/2020 13:00,14.7747,51.523,,,,,,
34,7/10/2020 13:30,14.7733,51.523,,,,,,
35,7/10/2020 14:00,14.7704,51.523,,,,,,
36,7/10/2020 14:30,14.7704,51.523,,,,,,
37,7/10/2020 15:00,14.7675,51.523,,,,,,
38,7/10/2020 15:30,14.763,51.523,,,,,,
39,7/10/2020 16:00,14.7644,51.523,,,,,,
40,7/10/2020 16:30,14.7586,51.523,,,,,,
41,7/10/2020 17:00,14.7556,51.523,,,,,,
42,7/10/2020 17:30,14.7541,51.523,,,,,,
43,7/10/2020 18:00,14.7527,51.523,,,,,,
44,7/10/2020 18:30,14.7541,51.523,,,,,,
45,7/10/2020 19:00,14.7541,51.523,,,,,,
46,7/10/2020 19:30,14.7541,51.523,,,,,,
47,7/10/2020 20:00,14.7556,51.523,,,,,,
48,7/10/2020 20:30,14.7541,51.523,,,,,,
49,7/10/2020 21:00,14.7601,51.523,,,,,,
50,7/10/2020 21:30,14.7601,51.523,,,,,,
51,7/10/2020 22:00,14.763,51.523,,,,,,
52,7/10/2020 22:30,14.7644,51.523,,,,,,
53,7/10/2020 23:00,14.7644,51.523,,,,,,
54,7/10/2020 23:30,14.7644,51.523,,,,,,
55,7/11/2020 0:00,14.7675,51.523,,,,,,
56,7/11/2020 0:30,14.7644,51.523,,,,,,
57,7/11/2020 1:00,14.7659,51.523,,,,,,
58,7/11/2020 1:30,14.763,51.523,,,,,,
