Date,baro.pressure_psi,total.pressure_psi,temp.ref_F,water.level.above.sensor,ID
2020-07-07 10:30:00,12.4041,12.62,59.164,0.498,MM6W
2020-07-07 11:00:00,12.399,12.5907,53.274,0.442,MM6W
2020-07-07 11:30:00,12.3954,12.5816,52.401,0.43,MM6W
2020-07-07 12:00:00,12.3907,12.5794,52.05,0.435,MM6W
2020-07-07 12:30:00,12.3875,12.5761,51.874,0.435,MM6W
2020-07-07 13:00:00,12.3903,12.5727,51.699,0.421,MM6W
2020-07-07 13:30:00,12.3893,12.5697,51.699,0.416,MM6W
2020-07-07 14:00:00,12.3885,12.5713,51.699,0.422,MM6W
2020-07-07 14:30:00,12.3832,12.5694,51.523,0.43,MM6W
2020-07-07 15:00:00,12.3838,12.568,51.523,0.425,MM6W
2020-07-07 15:30:00,12.3791,12.5649,51.523,0.429,MM6W
2020-07-07 16:00:00,12.3769,12.5635,51.523,0.431,MM6W
2020-07-07 16:30:00,12.3724,12.562,51.523,0.438,MM6W
2020-07-07 17:00:00,12.3774,12.562,51.523,0.426,MM6W
2020-07-07 17:30:00,12.3791,12.5601,51.346,0.418,MM6W
2020-07-07 18:00:00,12.3746,12.5601,51.346,0.428,MM6W
2020-07-07 18:30:00,12.3707,12.5587,51.346,0.434,MM6W
2020-07-07 19:00:00,12.3717,12.5587,51.346,0.432,MM6W
2020-07-07 19:30:00,12.374,12.5601,51.346,0.429,MM6W
2020-07-07 20:00:00,12.3716,12.5572,51.346,0.428,MM6W
2020-07-07 20:30:00,12.374,12.5572,51.346,0.423,MM6W
2020-07-07 21:00:00,12.3727,12.5601,51.346,0.432,MM6W
2020-07-07 21:30:00,12.3796,12.5616,51.346,0.42,MM6W
2020-07-07 22:00:00,12.3843,12.5661,51.346,0.42,MM6W
2020-07-07 22:30:00,12.388,12.5691,51.346,0.418,MM6W
2020-07-07 23:00:00,12.3846,12.5675,51.346,0.422,MM6W
2020-07-07 23:30:00,12.3848,12.5675,51.346,0.422,MM6W
2020-07-08 00:00:00,12.3861,12.5706,51.346,0.426,MM6W
