Plot Title: MM5W,,,,,,,,,
#,"Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 10960659, SEN S/N: 10960659)","Temp, °F (LGR S/N: 10960659, SEN S/N: 10960659)","Abs Pres Barom., psi (LGR S/N: 20214178, SEN S/N: 20214178)","Sensor Depth, feet (LGR S/N: 10960659)",Coupler Detached (LGR S/N: 10960659),Coupler Attached (LGR S/N: 10960659),Host Connected (LGR S/N: 10960659),End Of File (LGR S/N: 10960659)
1,7/5/2021 19:00,12.6009,60.539,,,Logged,,,
2,7/5/2021 19:30,12.5729,57.096,,,,,,
3,7/5/2021 20:00,12.5722,56.75,,,,,,
4,7/5/2021 20:30,12.5717,56.577,,,,,,
5,7/5/2021 21:00,12.5746,56.577,,,,,,
6,7/5/2021 21:30,12.5777,56.577,,,,,,
7,7/5/2021 22:00,12.5806,56.577,,,,,,
8,7/5/2021 22:30,12.5851,56.577,,,,,,
9,7/5/2021 23:00,12.5836,56.577,,,,,,
10,7/5/2021 23:30,12.5865,56.577,,,,,,
11,7/6/2021 0:00,12.5851,56.577,,,,,,
12,7/6/2021 0:30,12.5836,56.577,,,,,,
13,7/6/2021 1:00,12.5836,56.577,,,,,,
14,7/6/2021 1:30,12.5836,56.577,,,,,,
15,7/6/2021 2:00,12.582,56.577,,,,,,
16,7/6/2021 2:30,12.5851,56.577,,,,,,
17,7/6/2021 3:00,12.5851,56.577,,,,,,
18,7/6/2021 3:30,12.5851,56.577,,,,,,
19,7/6/2021 4:00,12.5851,56.577,,,,,,
20,7/6/2021 4:30,12.5865,56.577,,,,,,
21,7/6/2021 5:00,12.5851,56.577,,,,,,
22,7/6/2021 5:30,12.5865,56.577,,,,,,
23,7/6/2021 6:00,12.5865,56.577,,,,,,
24,7/6/2021 6:30,12.59,56.75,,,,,,
25,7/6/2021 7:00,12.587,56.75,,,,,,
26,7/6/2021 7:30,12.587,56.75,,,,,,
27,7/6/2021 8:00,12.5855,56.75,,,,,,
28,7/6/2021 8:30,12.5855,56.75,,,,,,
29,7/6/2021 9:00,12.5855,56.75,,,,,,
30,7/6/2021 9:30,12.5825,56.75,12.436,0.338,,,,
31,7/6/2021 10:00,12.581,56.75,12.4345,0.338,,,,
32,7/6/2021 10:30,12.5796,56.75,12.4326,0.339,,,,
33,7/6/2021 11:00,12.5781,56.75,12.4302,0.342,,,,
34,7/6/2021 11:30,12.5751,56.75,12.4281,0.339,,,,
35,7/6/2021 12:00,12.5736,56.75,12.4184,0.358,,,,
36,7/6/2021 12:30,12.5706,56.75,12.4158,0.357,,,,
37,7/6/2021 13:00,12.5722,56.75,12.4161,0.36,,,,
38,7/6/2021 13:30,12.5691,56.75,12.4162,0.353,,,,
39,7/6/2021 14:00,12.5662,56.75,12.4196,0.339,,,,
40,7/6/2021 14:30,12.5646,56.75,12.4154,0.345,,,,
41,7/6/2021 15:00,12.5662,56.75,12.4154,0.348,,,,
42,7/6/2021 15:30,12.5617,56.75,12.4115,0.347,,,,
43,7/6/2021 16:00,12.5572,56.75,12.4025,0.357,,,,
44,7/6/2021 16:30,12.5572,56.75,12.3972,0.369,,,,
45,7/6/2021 17:00,12.5572,56.75,12.3959,0.372,,,,
46,7/6/2021 17:30,12.5558,56.75,12.3946,0.372,,,,
47,7/6/2021 18:00,12.5527,56.75,12.3941,0.366,,,,
48,7/6/2021 18:30,12.5513,56.75,12.3925,0.367,,,,
49,7/6/2021 19:00,12.5513,56.75,12.3914,0.369,,,,
50,7/6/2021 19:30,12.5558,56.75,12.3941,0.373,,,,
51,7/6/2021 20:00,12.5558,56.75,12.3922,0.378,,,,
52,7/6/2021 20:30,12.5543,56.75,12.3922,0.374,,,,
53,7/6/2021 21:00,12.5587,56.75,12.3965,0.374,,,,
54,7/6/2021 21:30,12.5587,56.75,12.3986,0.37,,,,
55,7/6/2021 22:00,12.5632,56.75,12.4025,0.371,,,,
56,7/6/2021 22:30,12.5632,56.75,12.4035,0.369,,,,
57,7/6/2021 23:00,12.5603,56.75,12.4032,0.363,,,,
58,7/6/2021 23:30,12.5587,56.75,12.4026,0.36,,,,
59,7/7/2021 0:00,12.5587,56.75,12.4041,0.357,,,,
60,7/7/2021 0:30,12.5587,56.75,12.4041,0.357,,,,
61,7/7/2021 1:00,12.5587,56.75,12.4054,0.354,,,,
62,7/7/2021 1:30,12.5591,56.923,12.4093,0.346,,,,
63,7/7/2021 2:00,12.5591,56.923,12.4054,0.355,,,,
64,7/7/2021 2:30,12.5591,56.923,12.4084,0.348,,,,
65,7/7/2021 3:00,12.5591,56.923,12.4094,0.346,,,,
66,7/7/2021 3:30,12.5577,56.923,12.4086,0.344,,,,
67,7/7/2021 4:00,12.5577,56.923,12.4054,0.352,,,,
68,7/7/2021 4:30,12.5546,56.923,12.4061,0.343,,,,
69,7/7/2021 5:00,12.5562,56.923,12.4046,0.35,,,,
70,7/7/2021 5:30,12.5546,56.923,12.4042,0.347,,,,
71,7/7/2021 6:00,12.5562,56.923,12.4045,0.35,,,,
72,7/7/2021 6:30,12.5562,56.923,12.4055,0.348,,,,
73,7/7/2021 7:00,12.5562,56.923,12.407,0.345,,,,
74,7/7/2021 7:30,12.5562,56.923,12.4051,0.349,,,,
75,7/7/2021 8:00,12.5562,56.923,12.4086,0.341,,,,
76,7/7/2021 8:30,12.5546,56.923,12.4075,0.34,,,,
77,7/7/2021 9:00,12.5546,56.923,12.4048,0.346,,,,
78,7/7/2021 9:30,12.5517,56.923,12.4106,0.326,,,,
79,7/7/2021 10:00,12.5487,56.923,12.4091,0.322,,,,
80,7/7/2021 10:30,12.5487,56.923,12.4055,0.331,,,,
81,7/7/2021 11:00,12.5443,56.923,12.4059,0.319,,,,
82,7/7/2021 11:30,12.5413,56.923,12.4023,0.321,,,,
