Date,Time,pres (psi),temp (f)
12/09/2019,12:00:00,12.3579,44.56
12/09/2019,12:30:00,12.3584,49.937
12/09/2019,13:00:00,12.3591,57.441
12/09/2019,13:30:00,12.3463,48.871
12/09/2019,14:00:00,12.3514,49.05
12/09/2019,14:30:00,12.3384,45.828
12/09/2019,15:00:00,12.3408,48.517
12/09/2019,15:30:00,12.3436,49.582
12/09/2019,16:00:00,12.3471,54.495
12/09/2019,16:30:00,12.3459,48.695
12/09/2019,17:00:00,12.3488,39.384
12/09/2019,17:30:00,12.3489,34.394
12/09/2019,18:00:00,12.3492,31.213
12/09/2019,18:30:00,12.3521,28.969
12/09/2019,19:00:00,12.3537,27.93
12/09/2019,19:30:00,12.3526,27.511
12/09/2019,20:00:00,12.36,26.881
12/09/2019,20:30:00,12.3627,26.245
12/09/2019,21:00:00,12.3649,25.39
12/09/2019,21:30:00,12.3637,24.96
12/09/2019,22:00:00,12.3756,24.31
12/09/2019,22:30:00,12.3697,23.875
12/09/2019,23:00:00,12.3769,23.216
12/09/2019,23:30:00,12.3706,22.552
12/10/2019,0:00:00,12.3693,22.107
12/10/2019,0:30:00,12.3719,21.434
12/10/2019,1:00:00,12.3751,20.984
12/10/2019,1:30:00,12.3732,20.302
12/10/2019,2:00:00,12.3665,19.612
12/10/2019,2:30:00,12.3743,19.152
12/10/2019,3:00:00,12.3782,18.919
12/10/2019,3:30:00,12.373,18.685
12/10/2019,4:00:00,12.3775,18.685
12/10/2019,4:30:00,12.3698,19.152
12/10/2019,5:00:00,12.3764,19.843
12/10/2019,5:30:00,12.3745,20.757
12/10/2019,6:00:00,12.3711,21.209
12/10/2019,6:30:00,12.3672,21.434
12/10/2019,7:00:00,12.3765,21.434
12/10/2019,7:30:00,12.3751,20.984
12/10/2019,8:00:00,12.3732,20.302
12/10/2019,8:30:00,12.3724,20.073
12/10/2019,9:00:00,12.3672,19.843
12/10/2019,9:30:00,12.3724,20.073
12/10/2019,10:00:00,12.3804,21.209
12/10/2019,10:30:00,12.3829,23.655
12/10/2019,11:00:00,12.3809,29.379
12/10/2019,11:30:00,12.3819,31.415
12/10/2019,12:00:00,12.3791,43.831
12/10/2019,12:30:00,12.3753,49.404
12/10/2019,13:00:00,12.3636,57.441
12/10/2019,13:30:00,12.3584,49.937
12/10/2019,14:00:00,12.3587,46.548
12/10/2019,14:30:00,12.3563,45.648
12/10/2019,15:00:00,12.355,46.908
12/10/2019,15:30:00,12.3513,45.466
12/10/2019,16:00:00,12.3466,40.321
12/10/2019,16:30:00,12.3498,38.061
12/10/2019,17:00:00,12.3501,36.531
12/10/2019,17:30:00,12.354,34.59
12/10/2019,18:00:00,12.3543,33.013
12/10/2019,18:30:00,12.3481,32.418
12/10/2019,19:00:00,12.3378,32.018
12/10/2019,19:30:00,12.3372,31.816
12/10/2019,20:00:00,12.3417,31.816
12/10/2019,20:30:00,12.3463,31.816
12/10/2019,21:00:00,12.3463,31.816
12/10/2019,21:30:00,12.3572,32.418
12/10/2019,22:00:00,12.3491,32.815
12/10/2019,22:30:00,12.3513,33.607
12/10/2019,23:00:00,12.3594,33.213
12/10/2019,23:30:00,12.3658,32.218
12/11/2019,0:00:00,12.3607,32.018
12/11/2019,0:30:00,12.3561,32.018
12/11/2019,1:00:00,12.3561,32.018
12/11/2019,1:30:00,12.3566,32.218
12/11/2019,2:00:00,12.352,32.218
12/11/2019,2:30:00,12.3514,32.018
12/11/2019,3:00:00,12.352,32.218
12/11/2019,3:30:00,12.3547,33.213
12/11/2019,4:00:00,12.3513,33.607
12/11/2019,4:30:00,12.3456,33.213
12/11/2019,5:00:00,12.3491,32.815
12/11/2019,5:30:00,12.3547,33.213
12/11/2019,6:00:00,12.353,34.198
12/11/2019,6:30:00,12.3524,34.002
12/11/2019,7:00:00,12.3534,34.394
12/11/2019,7:30:00,12.3591,34.786
12/11/2019,8:00:00,12.3597,34.981
12/11/2019,8:30:00,12.3597,34.981
12/11/2019,9:00:00,12.3566,35.564
12/11/2019,9:30:00,12.3613,35.564
12/11/2019,10:00:00,12.3704,35.564
12/11/2019,10:30:00,12.3664,35.758
12/11/2019,11:00:00,12.3807,35.951
12/11/2019,11:30:00,12.3829,36.723
12/11/2019,12:00:00,12.3793,37.107
12/11/2019,12:30:00,12.3687,38.25
12/11/2019,13:00:00,12.3616,39.007
12/11/2019,13:30:00,12.3508,40.134
12/11/2019,14:00:00,12.3513,40.321
12/11/2019,14:30:00,12.3456,39.947
12/11/2019,15:00:00,12.3446,39.573
12/11/2019,15:30:00,12.3405,39.76
12/11/2019,16:00:00,12.3446,39.573
12/11/2019,16:30:00,12.3421,38.629
12/11/2019,17:00:00,12.3421,38.629
12/11/2019,17:30:00,12.3416,38.44
12/11/2019,18:00:00,12.3371,38.44
12/11/2019,18:30:00,12.3349,37.679
12/11/2019,19:00:00,12.3324,38.44
12/11/2019,19:30:00,12.3334,37.107
12/11/2019,20:00:00,12.34,36.145
12/11/2019,20:30:00,12.3466,36.914
12/11/2019,21:00:00,12.3523,37.297
12/11/2019,21:30:00,12.3485,35.951
12/11/2019,22:00:00,12.3516,35.37
12/11/2019,22:30:00,12.3505,34.981
12/11/2019,23:00:00,12.351,35.175
12/11/2019,23:30:00,12.3434,35.758
12/12/2019,0:00:00,12.3481,35.758
12/12/2019,0:30:00,12.3394,35.951
12/12/2019,1:00:00,12.34,36.145
12/12/2019,1:30:00,12.3431,39.007
12/12/2019,2:00:00,12.3411,39.947
12/12/2019,2:30:00,12.3466,40.321
12/12/2019,3:00:00,12.3436,39.196
12/12/2019,3:30:00,12.3456,39.947
12/12/2019,4:00:00,12.3518,40.509
12/12/2019,4:30:00,12.3462,40.134
12/12/2019,5:00:00,12.3488,39.384
12/12/2019,5:30:00,12.3513,40.321
12/12/2019,6:00:00,12.3498,39.76
12/12/2019,6:30:00,12.359,38.061
12/12/2019,7:00:00,12.3558,36.914
12/12/2019,7:30:00,12.3635,36.338
12/12/2019,8:00:00,12.3664,35.758
12/12/2019,8:30:00,12.3704,35.564
12/12/2019,9:00:00,12.3767,36.145
12/12/2019,9:30:00,12.3732,39.947
12/12/2019,10:00:00,12.3865,41.439
12/12/2019,10:30:00,12.3884,42.179
12/12/2019,11:00:00,12.3904,42.915
12/12/2019,11:30:00,12.3941,42.548
12/12/2019,12:00:00,12.3935,42.363
12/12/2019,12:30:00,12.3868,43.282
12/12/2019,13:00:00,12.3842,44.013
12/12/2019,13:30:00,12.3846,44.195
12/12/2019,14:00:00,12.3814,44.742
12/12/2019,14:30:00,12.3749,44.013
12/12/2019,15:00:00,12.3781,43.466
12/12/2019,15:30:00,12.373,43.282
12/12/2019,16:00:00,12.3761,42.732
12/12/2019,16:30:00,12.3813,41.254
12/12/2019,17:00:00,12.3778,39.947
12/12/2019,17:30:00,12.3794,38.818
12/12/2019,18:00:00,12.3875,38.44
12/12/2019,18:30:00,12.3874,36.723
12/12/2019,19:00:00,12.3894,35.758
12/12/2019,19:30:00,12.3878,35.175
12/12/2019,20:00:00,12.3919,34.981
12/12/2019,20:30:00,12.4026,35.564
12/12/2019,21:00:00,12.3913,34.786
12/12/2019,21:30:00,12.3851,34.198
12/12/2019,22:00:00,12.3891,34.002
12/12/2019,22:30:00,12.392,33.411
12/12/2019,23:00:00,12.3893,32.418
12/12/2019,23:30:00,12.3945,32.617
12/13/2019,0:00:00,12.3996,32.815
12/13/2019,0:30:00,12.3916,33.213
12/13/2019,1:00:00,12.3875,33.411
12/13/2019,1:30:00,12.3875,33.411
12/13/2019,2:00:00,12.3829,33.411
12/13/2019,2:30:00,12.3788,33.607
12/13/2019,3:00:00,12.3788,33.607
12/13/2019,3:30:00,12.3782,33.411
12/13/2019,4:00:00,12.3732,33.213
12/13/2019,4:30:00,12.364,33.213
12/13/2019,5:00:00,12.3697,33.607
12/13/2019,5:30:00,12.3656,33.805
12/13/2019,6:00:00,12.3559,33.607
12/13/2019,6:30:00,12.3553,33.411
12/13/2019,7:00:00,12.3513,33.607
12/13/2019,7:30:00,12.3472,33.805
12/13/2019,8:00:00,12.34,36.145
12/13/2019,8:30:00,12.3404,36.338
12/13/2019,9:00:00,12.3369,36.723
12/13/2019,9:30:00,12.3334,37.107
12/13/2019,10:00:00,12.3365,38.25
12/13/2019,10:30:00,12.3395,37.679
12/13/2019,11:00:00,12.3411,38.25
12/13/2019,11:30:00,12.3308,37.87
12/13/2019,12:00:00,12.3257,37.679
12/13/2019,12:30:00,12.316,37.488
12/13/2019,13:00:00,12.3073,37.679
12/13/2019,13:30:00,12.2982,37.679
12/13/2019,14:00:00,12.2982,37.679
12/13/2019,14:30:00,12.3069,37.488
12/13/2019,15:00:00,12.2935,37.679
12/13/2019,15:30:00,12.2838,37.488
12/13/2019,16:00:00,12.2747,37.488
12/13/2019,16:30:00,12.27,37.488
12/13/2019,17:00:00,12.27,37.488
12/13/2019,17:30:00,12.2696,37.297
12/13/2019,18:00:00,12.2696,37.297
12/13/2019,18:30:00,12.2645,37.107
12/13/2019,19:00:00,12.2645,37.107
12/13/2019,19:30:00,12.2599,37.107
12/13/2019,20:00:00,12.2558,37.297
12/13/2019,20:30:00,12.2512,37.297
12/13/2019,21:00:00,12.2455,36.914
12/13/2019,21:30:00,12.2502,36.914
12/13/2019,22:00:00,12.2496,36.723
12/13/2019,22:30:00,12.2445,36.531
12/13/2019,23:00:00,12.25,35.175
12/13/2019,23:30:00,12.2531,34.59
12/14/2019,0:00:00,12.2647,33.805
12/14/2019,0:30:00,12.2606,34.002
12/14/2019,1:00:00,12.2664,32.815
12/14/2019,1:30:00,12.2586,31.617
12/14/2019,2:00:00,12.2586,29.995
12/14/2019,2:30:00,12.2627,31.415
12/14/2019,3:00:00,12.2671,31.415
12/14/2019,3:30:00,12.2661,31.012
12/14/2019,4:00:00,12.2656,30.808
12/14/2019,4:30:00,12.2603,30.607
12/14/2019,5:00:00,12.2609,30.808
12/14/2019,5:30:00,12.2644,30.403
12/14/2019,6:00:00,12.2627,29.79
12/14/2019,6:30:00,12.2621,29.586
12/14/2019,7:00:00,12.2689,28.762
12/14/2019,7:30:00,12.2671,28.139
12/14/2019,8:00:00,12.266,27.721
12/14/2019,8:30:00,12.2666,27.93
12/14/2019,9:00:00,12.2677,28.346
12/14/2019,9:30:00,12.2638,30.198
12/14/2019,10:00:00,12.2718,31.415
12/14/2019,10:30:00,12.274,32.218
12/14/2019,11:00:00,12.2779,33.607
12/14/2019,11:30:00,12.2748,34.198
12/14/2019,12:00:00,12.2706,39.384
12/14/2019,12:30:00,12.2695,42.363
12/14/2019,13:00:00,12.2548,40.321
12/14/2019,13:30:00,12.2538,38.25
12/14/2019,14:00:00,12.2421,37.297
12/14/2019,14:30:00,12.24,36.531
12/14/2019,15:00:00,12.2378,35.758
12/14/2019,15:30:00,12.2336,34.198
12/14/2019,16:00:00,12.2319,33.607
12/14/2019,16:30:00,12.2257,33.013
12/14/2019,17:00:00,12.2177,33.411
12/14/2019,17:30:00,12.2206,32.815
12/14/2019,18:00:00,12.2184,32.018
12/14/2019,18:30:00,12.2173,31.617
12/14/2019,19:00:00,12.2116,31.213
12/14/2019,19:30:00,12.2046,30.403
12/14/2019,20:00:00,12.2075,29.79
12/14/2019,20:30:00,12.2075,29.79
12/14/2019,21:00:00,12.2122,29.79
12/14/2019,21:30:00,12.2104,29.174
12/14/2019,22:00:00,12.2087,28.555
12/14/2019,22:30:00,12.2081,28.346
12/14/2019,23:00:00,12.211,27.721
12/14/2019,23:30:00,12.2178,26.881
12/15/2019,0:00:00,12.2159,26.245
12/15/2019,0:30:00,12.2218,26.668
12/15/2019,1:00:00,12.2229,27.091
12/15/2019,1:30:00,12.2276,27.091
12/15/2019,2:00:00,12.2336,26.031
12/15/2019,2:30:00,12.2386,24.526
12/15/2019,3:00:00,12.2432,24.526
12/15/2019,3:30:00,12.2542,25.174
12/15/2019,4:00:00,12.2515,25.819
12/15/2019,4:30:00,12.2554,25.605
12/15/2019,5:00:00,12.249,24.96
12/15/2019,5:30:00,12.2544,23.655
12/15/2019,6:00:00,12.2651,22.552
12/15/2019,6:30:00,12.2729,22.107
12/15/2019,7:00:00,12.2748,22.775
12/15/2019,7:30:00,12.2828,22.33
12/15/2019,8:00:00,12.2873,22.33
12/15/2019,8:30:00,12.2944,23.216
12/15/2019,9:00:00,12.2963,23.875
12/15/2019,9:30:00,12.304,24.96
12/15/2019,10:00:00,12.3091,28.346
12/15/2019,10:30:00,12.3166,31.012
12/15/2019,11:00:00,12.3178,34.786
12/15/2019,11:30:00,12.3266,36.338
12/15/2019,12:00:00,12.3246,35.564
12/15/2019,12:30:00,12.3253,39.196
12/15/2019,13:00:00,12.3278,36.723
12/15/2019,13:30:00,12.3215,36.145
12/15/2019,14:00:00,12.3272,36.531
12/15/2019,14:30:00,12.3257,37.679
12/15/2019,15:00:00,12.3247,39.007
12/15/2019,15:30:00,12.3252,40.881
12/15/2019,16:00:00,12.3323,36.723
12/15/2019,16:30:00,12.3375,36.914
12/15/2019,17:00:00,12.334,34.002
12/15/2019,17:30:00,12.3349,31.012
12/15/2019,18:00:00,12.3418,28.555
12/15/2019,18:30:00,12.3417,26.881
12/15/2019,19:00:00,12.3524,25.819
12/15/2019,19:30:00,12.3539,24.744
12/15/2019,20:00:00,12.3559,23.875
12/15/2019,20:30:00,12.3574,22.775
12/15/2019,21:00:00,12.3581,21.434
12/15/2019,21:30:00,12.3594,20.302
12/15/2019,22:00:00,12.3561,19.152
12/15/2019,22:30:00,12.3624,18.217
12/15/2019,23:00:00,12.3643,17.272
12/15/2019,23:30:00,12.3706,16.317
12/16/2019,0:00:00,12.3723,15.346
12/16/2019,0:30:00,12.3748,14.608
12/16/2019,1:00:00,12.3778,14.113
12/16/2019,1:30:00,12.3794,13.113
12/16/2019,2:00:00,12.3817,12.351
12/16/2019,2:30:00,12.3801,11.84
12/16/2019,3:00:00,12.3832,11.323
12/16/2019,3:30:00,12.3946,10.54
12/16/2019,4:00:00,12.393,10.015
12/16/2019,4:30:00,12.3959,9.484
12/16/2019,5:00:00,12.3897,8.947
12/16/2019,5:30:00,12.3935,8.679
12/16/2019,6:00:00,12.3964,8.136
12/16/2019,6:30:00,12.4001,7.864
12/16/2019,7:00:00,12.4084,7.588
12/16/2019,7:30:00,12.4084,7.588
12/16/2019,8:00:00,12.403,7.313
12/16/2019,8:30:00,12.4177,7.588
12/16/2019,9:00:00,12.4093,7.864
12/16/2019,9:30:00,12.418,9.216
12/16/2019,10:00:00,12.4206,11.581
12/16/2019,10:30:00,12.4228,15.346
12/16/2019,11:00:00,12.4254,24.093
12/16/2019,11:30:00,12.4271,27.93
12/16/2019,12:00:00,12.4294,38.629
12/16/2019,12:30:00,12.4278,41.439
12/16/2019,13:00:00,12.4205,50.819
12/16/2019,13:30:00,12.421,42.363
12/16/2019,14:00:00,12.4093,43.099
12/16/2019,14:30:00,12.4145,38.25
12/16/2019,15:00:00,12.4141,39.76
12/16/2019,15:30:00,12.4161,40.509
12/16/2019,16:00:00,12.4202,45.466
12/16/2019,16:30:00,12.4216,42.548
12/16/2019,17:00:00,12.4226,32.815
12/16/2019,17:30:00,12.4226,29.586
12/16/2019,18:00:00,12.4226,27.93
12/16/2019,18:30:00,12.4287,26.881
12/16/2019,19:00:00,12.4309,26.031
12/16/2019,19:30:00,12.4325,24.96
12/16/2019,20:00:00,12.4267,24.526
12/16/2019,20:30:00,12.4248,23.875
12/16/2019,21:00:00,12.4222,22.995
12/16/2019,21:30:00,12.4242,22.107
12/16/2019,22:00:00,12.4268,21.434
12/16/2019,22:30:00,12.4222,19.843
12/16/2019,23:00:00,12.4189,18.685
12/16/2019,23:30:00,12.4161,17.748
12/17/2019,0:00:00,12.4136,18.451
12/17/2019,0:30:00,12.4107,17.51
12/17/2019,1:00:00,12.408,16.556
12/17/2019,1:30:00,12.408,16.556
12/17/2019,2:00:00,12.3974,16.075
12/17/2019,2:30:00,12.4051,15.589
12/17/2019,3:00:00,12.3991,15.102
12/17/2019,3:30:00,12.3968,14.362
12/17/2019,4:00:00,12.4,13.865
12/17/2019,4:30:00,12.3954,13.865
12/17/2019,5:00:00,12.3939,13.365
12/17/2019,5:30:00,12.3923,12.859
12/17/2019,6:00:00,12.3871,12.607
12/17/2019,6:30:00,12.3871,12.607
12/17/2019,7:00:00,12.3878,12.859
12/17/2019,7:30:00,12.3932,13.113
12/17/2019,8:00:00,12.3939,13.365
12/17/2019,8:30:00,12.3939,13.365
12/17/2019,9:00:00,12.3923,14.362
12/17/2019,9:30:00,12.3949,16.795
12/17/2019,10:00:00,12.3954,20.073
12/17/2019,10:30:00,12.3914,23.436
12/17/2019,11:00:00,12.3942,26.031
12/17/2019,11:30:00,12.3945,27.721
12/17/2019,12:00:00,12.3894,29.174
12/17/2019,12:30:00,12.3842,30.607
12/17/2019,13:00:00,12.3768,31.213
12/17/2019,13:30:00,12.3691,33.411
12/17/2019,14:00:00,12.3685,33.213
12/17/2019,14:30:00,12.3588,33.013
12/17/2019,15:00:00,12.3532,35.951
12/17/2019,15:30:00,12.3485,35.951
12/17/2019,16:00:00,12.3437,34.198
12/17/2019,16:30:00,12.3378,32.018
12/17/2019,17:00:00,12.3418,30.198
12/17/2019,17:30:00,12.3331,28.762
12/17/2019,18:00:00,12.3244,27.302
12/17/2019,18:30:00,12.326,26.245
12/17/2019,19:00:00,12.3202,25.819
12/17/2019,19:30:00,12.3133,24.96
12/17/2019,20:00:00,12.3205,24.31
12/17/2019,20:30:00,12.3141,23.655
12/17/2019,21:00:00,12.3069,22.775
12/17/2019,21:30:00,12.3063,22.552
12/17/2019,22:00:00,12.3063,20.984
12/17/2019,22:30:00,12.2992,21.659
12/17/2019,23:00:00,12.3031,21.434
12/17/2019,23:30:00,12.3044,20.302
12/18/2019,0:00:00,12.3036,18.451
12/18/2019,0:30:00,12.298,16.556
12/18/2019,1:00:00,12.2976,14.855
12/18/2019,1:30:00,12.2886,13.365
12/18/2019,2:00:00,12.2901,12.351
12/18/2019,2:30:00,12.2809,12.351
12/18/2019,3:00:00,12.2856,12.351
12/18/2019,3:30:00,12.2748,11.84
12/18/2019,4:00:00,12.2748,11.84
12/18/2019,4:30:00,12.2725,11.064
12/18/2019,5:00:00,12.2625,10.803
12/18/2019,5:30:00,12.2603,11.581
12/18/2019,6:00:00,12.2627,12.351
12/18/2019,6:30:00,12.2671,13.865
12/18/2019,7:00:00,12.2656,14.855
12/18/2019,7:30:00,12.2677,15.589
12/18/2019,8:00:00,12.266,16.556
12/18/2019,8:30:00,12.2673,17.035
12/18/2019,9:00:00,12.2676,18.685
12/18/2019,9:30:00,12.2698,20.984
12/18/2019,10:00:00,12.2729,22.107
12/18/2019,10:30:00,12.2709,22.995
12/18/2019,11:00:00,12.2777,25.39
12/18/2019,11:30:00,12.2758,27.93
12/18/2019,12:00:00,12.277,29.995
12/18/2019,12:30:00,12.2705,32.617
12/18/2019,13:00:00,12.2682,33.411
12/18/2019,13:30:00,12.2632,34.981
12/18/2019,14:00:00,12.2551,35.37
12/18/2019,14:30:00,12.2583,36.531
12/18/2019,15:00:00,12.2583,36.531
12/18/2019,15:30:00,12.2535,34.786
12/18/2019,16:00:00,12.2525,34.394
12/18/2019,16:30:00,12.2595,33.607
12/18/2019,17:00:00,12.2664,32.815
12/18/2019,17:30:00,12.2648,32.218
12/18/2019,18:00:00,12.2683,31.816
12/18/2019,18:30:00,12.2683,31.816
12/18/2019,19:00:00,12.2637,31.816
12/18/2019,19:30:00,12.2683,31.816
12/18/2019,20:00:00,12.2724,31.617
12/18/2019,20:30:00,12.2821,31.816
12/18/2019,21:00:00,12.2867,31.816
12/18/2019,21:30:00,12.2867,31.816
12/18/2019,22:00:00,12.2867,31.816
12/18/2019,22:30:00,12.2867,31.816
12/18/2019,23:00:00,12.2959,31.816
12/18/2019,23:30:00,12.2912,31.816
12/19/2019,0:00:00,12.2964,32.018
12/19/2019,0:30:00,12.3009,32.018
12/19/2019,1:00:00,12.3009,32.018
12/19/2019,1:30:00,12.2964,32.018
12/19/2019,2:00:00,12.2959,31.816
12/19/2019,2:30:00,12.2959,31.816
12/19/2019,3:00:00,12.2964,32.018
12/19/2019,3:30:00,12.305,31.816
12/19/2019,4:00:00,12.3056,32.018
12/19/2019,4:30:00,12.3005,31.816
12/19/2019,5:00:00,12.3102,32.018
12/19/2019,5:30:00,12.3056,32.018
12/19/2019,6:00:00,12.3056,32.018
12/19/2019,6:30:00,12.3102,32.018
12/19/2019,7:00:00,12.3147,32.018
12/19/2019,7:30:00,12.3147,32.018
12/19/2019,8:00:00,12.3194,32.018
12/19/2019,8:30:00,12.3285,32.018
12/19/2019,9:00:00,12.3291,32.218
12/19/2019,9:30:00,12.3308,32.815
12/19/2019,10:00:00,12.3462,33.411
12/19/2019,10:30:00,12.3402,34.59
12/19/2019,11:00:00,12.3516,35.37
12/19/2019,11:30:00,12.3497,36.338
12/19/2019,12:00:00,12.3482,37.488
12/19/2019,12:30:00,12.3442,37.679
12/19/2019,13:00:00,12.3431,37.297
12/19/2019,13:30:00,12.3385,37.297
12/19/2019,14:00:00,12.3379,37.107
12/19/2019,14:30:00,12.3385,37.297
12/19/2019,15:00:00,12.3375,36.914
12/19/2019,15:30:00,12.3389,37.488
12/19/2019,16:00:00,12.3431,37.297
12/19/2019,16:30:00,12.3501,36.531
12/19/2019,17:00:00,12.3588,36.338
12/19/2019,17:30:00,12.3566,35.564
12/19/2019,18:00:00,12.354,34.59
12/19/2019,18:30:00,12.361,33.805
12/19/2019,19:00:00,12.3606,33.607
12/19/2019,19:30:00,12.3594,33.213
12/19/2019,20:00:00,12.3635,33.013
12/19/2019,20:30:00,12.3635,33.013
12/19/2019,21:00:00,12.3635,33.013
12/19/2019,21:30:00,12.3681,33.013
12/19/2019,22:00:00,12.364,33.213
12/19/2019,22:30:00,12.3713,34.198
12/19/2019,23:00:00,12.3659,35.564
12/19/2019,23:30:00,12.3704,35.564
12/20/2019,0:00:00,12.3704,35.564
12/20/2019,0:30:00,12.3735,34.981
12/20/2019,1:00:00,12.3668,34.198
12/20/2019,1:30:00,12.3703,33.805
12/20/2019,2:00:00,12.3656,33.805
12/20/2019,2:30:00,12.3685,33.213
12/20/2019,3:00:00,12.3693,31.816
12/20/2019,3:30:00,12.3739,30.198
12/20/2019,4:00:00,12.3727,29.79
12/20/2019,4:30:00,12.3677,29.586
12/20/2019,5:00:00,12.3716,29.379
12/20/2019,5:30:00,12.3671,29.379
12/20/2019,6:00:00,12.3613,28.969
12/20/2019,6:30:00,12.3601,28.555
12/20/2019,7:00:00,12.3636,28.139
12/20/2019,7:30:00,12.3669,27.721
12/20/2019,8:00:00,12.3704,27.302
12/20/2019,8:30:00,12.3743,27.091
12/20/2019,9:00:00,12.3749,27.302
12/20/2019,9:30:00,12.3825,28.346
12/20/2019,10:00:00,12.3797,28.969
12/20/2019,10:30:00,12.3791,30.403
12/20/2019,11:00:00,12.3829,33.411
12/20/2019,11:30:00,12.3872,34.981
12/20/2019,12:00:00,12.3804,40.881
12/20/2019,12:30:00,12.3753,47.624
12/20/2019,13:00:00,12.3708,54.842
12/20/2019,13:30:00,12.3565,49.228
12/20/2019,14:00:00,12.355,46.908
12/20/2019,14:30:00,12.3536,46.369
12/20/2019,15:00:00,12.3504,46.908
12/20/2019,15:30:00,12.3507,45.286
12/20/2019,16:00:00,12.3498,44.922
12/20/2019,16:30:00,12.3514,43.831
12/20/2019,17:00:00,12.3511,41.994
12/20/2019,17:30:00,12.3543,38.061
12/20/2019,18:00:00,12.3449,34.59
12/20/2019,18:30:00,12.3485,32.617
12/20/2019,19:00:00,12.3533,31.012
12/20/2019,19:30:00,12.3498,29.79
12/20/2019,20:00:00,12.3469,28.762
12/20/2019,20:30:00,12.3516,28.762
12/20/2019,21:00:00,12.3418,28.555
12/20/2019,21:30:00,12.3413,28.346
12/20/2019,22:00:00,12.336,28.139
12/20/2019,22:30:00,12.3446,27.93
12/20/2019,23:00:00,12.344,27.721
12/20/2019,23:30:00,12.3429,27.302
12/21/2019,0:00:00,12.3371,26.881
12/21/2019,0:30:00,12.3365,26.668
12/21/2019,1:00:00,12.3352,26.245
12/21/2019,1:30:00,12.3255,26.031
12/21/2019,2:00:00,12.3249,25.819
12/21/2019,2:30:00,12.3288,25.605
12/21/2019,3:00:00,12.3282,25.39
12/21/2019,3:30:00,12.3282,25.39
12/21/2019,4:00:00,12.3178,24.96
12/21/2019,4:30:00,12.3178,24.96
12/21/2019,5:00:00,12.308,24.744
12/21/2019,5:30:00,12.3075,24.526
12/21/2019,6:00:00,12.2989,24.744
12/21/2019,6:30:00,12.2995,24.96
12/21/2019,7:00:00,12.3001,25.174
12/21/2019,7:30:00,12.2962,25.39
12/21/2019,8:00:00,12.2962,25.39
12/21/2019,8:30:00,12.2967,25.605
12/21/2019,9:00:00,12.2934,26.031
12/21/2019,9:30:00,12.2924,27.302
12/21/2019,10:00:00,12.297,28.969
12/21/2019,10:30:00,12.2953,31.617
12/21/2019,11:00:00,12.2943,34.59
12/21/2019,11:30:00,12.2931,37.488
12/21/2019,12:00:00,12.2873,42.179
12/21/2019,12:30:00,12.287,47.266
12/21/2019,13:00:00,12.2769,52.225
12/21/2019,13:30:00,12.2741,51.172
12/21/2019,14:00:00,12.264,50.819
12/21/2019,14:30:00,12.2612,49.759
12/21/2019,15:00:00,12.2561,47.802
12/21/2019,15:30:00,12.2579,44.922
12/21/2019,16:00:00,12.2503,43.831
12/21/2019,16:30:00,12.2492,41.625
12/21/2019,17:00:00,12.2461,38.818
12/21/2019,17:30:00,12.2429,35.951
12/21/2019,18:00:00,12.2457,33.607
12/21/2019,18:30:00,12.2413,32.018
12/21/2019,19:00:00,12.2437,31.213
12/21/2019,19:30:00,12.2431,31.012
12/21/2019,20:00:00,12.2431,31.012
12/21/2019,20:30:00,12.2374,30.607
12/21/2019,21:00:00,12.2312,29.995
12/21/2019,21:30:00,12.2289,29.174
12/21/2019,22:00:00,12.226,28.139
12/21/2019,22:30:00,12.2144,27.302
12/21/2019,23:00:00,12.2138,27.091
12/21/2019,23:30:00,12.2178,26.881
12/22/2019,0:00:00,12.2074,26.458
12/22/2019,0:30:00,12.2062,26.031
12/22/2019,1:00:00,12.2016,26.031
12/22/2019,1:30:00,12.1969,26.031
12/22/2019,2:00:00,12.1906,25.39
12/22/2019,2:30:00,12.1894,24.96
12/22/2019,3:00:00,12.1922,24.31
12/22/2019,3:30:00,12.1864,23.875
12/22/2019,4:00:00,12.1798,23.216
12/22/2019,4:30:00,12.174,22.775
12/22/2019,5:00:00,12.1636,22.33
12/22/2019,5:30:00,12.1576,21.884
12/22/2019,6:00:00,12.1537,22.107
12/22/2019,6:30:00,12.1478,21.659
12/22/2019,7:00:00,12.1472,21.434
12/22/2019,7:30:00,12.1426,21.434
12/22/2019,8:00:00,12.1426,22.995
12/22/2019,8:30:00,12.1359,23.875
12/22/2019,9:00:00,12.1462,30.808
12/22/2019,9:30:00,12.1446,40.321
12/22/2019,10:00:00,12.1568,39.76
12/22/2019,10:30:00,12.1626,33.411
12/22/2019,11:00:00,12.1679,32.018
12/22/2019,11:30:00,12.1604,32.617
12/22/2019,12:00:00,12.1579,33.411
12/22/2019,12:30:00,12.1555,34.198
12/22/2019,13:00:00,12.152,34.59
12/22/2019,13:30:00,12.1423,34.394
12/22/2019,14:00:00,12.1341,34.786
12/22/2019,14:30:00,12.1376,34.394
12/22/2019,15:00:00,12.1379,32.815
12/22/2019,15:30:00,12.146,32.418
12/22/2019,16:00:00,12.146,32.418
12/22/2019,16:30:00,12.1517,32.815
12/22/2019,17:00:00,12.1558,32.617
12/22/2019,17:30:00,12.1552,32.418
12/22/2019,18:00:00,12.1587,32.018
