"Plot Title: RCW2"
"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 10766795, SEN S/N: 10766795)","Temp, °F (LGR S/N: 10766795, SEN S/N: 10766795)","Abs Pres Barom., psi (LGR S/N: 10672171, SEN S/N: 10672171)","Sensor Depth, feet (LGR S/N: 10766795)","Coupler Detached (LGR S/N: 10766795)","Coupler Attached (LGR S/N: 10766795)","End Of File (LGR S/N: 10766795)"
1,09/03/19 11:00:00 AM,12.3649,71.512,12.3563,0.020,Logged,,
2,09/03/19 11:30:00 AM,12.3604,57.096,12.3604,0.000,,,
3,09/03/19 12:00:00 PM,12.3566,54.322,12.3579,-0.003,,,
4,09/03/19 12:30:00 PM,12.3565,53.623,12.3536,0.007,,,
5,09/03/19 01:00:00 PM,12.3546,53.449,12.3549,-0.001,,,
6,09/03/19 01:30:00 PM,12.3501,53.449,12.3527,-0.006,,,
7,09/03/19 02:00:00 PM,12.3481,53.274,12.3481,0.000,,,
8,09/03/19 02:30:00 PM,12.3452,53.274,12.3489,-0.009,,,
9,09/03/19 03:00:00 PM,12.3436,53.274,12.3418,0.004,,,
10,09/03/19 03:30:00 PM,12.3391,53.274,12.3387,0.001,,,
11,09/03/19 04:00:00 PM,12.3362,53.274,12.3346,0.004,,,
12,09/03/19 04:30:00 PM,12.3346,53.274,12.3346,0.000,,,
13,09/03/19 05:00:00 PM,12.3317,53.274,12.3330,-0.003,,,
14,09/03/19 05:30:00 PM,12.3301,53.274,12.3305,-0.001,,,
15,09/03/19 06:00:00 PM,12.3301,53.274,12.3240,0.014,,,
16,09/03/19 06:30:00 PM,12.3301,53.274,12.3318,-0.004,,,
17,09/03/19 07:00:00 PM,12.3286,53.274,12.3276,0.002,,,
18,09/03/19 07:30:00 PM,12.3346,53.274,12.3315,0.007,,,
19,09/03/19 08:00:00 PM,12.3391,53.274,12.3346,0.010,,,
20,09/03/19 08:30:00 PM,12.3436,53.274,12.3369,0.015,,,
21,09/03/19 09:00:00 PM,12.3436,53.274,12.3382,0.012,,,
22,09/03/19 09:30:00 PM,12.3421,53.274,12.3413,0.002,,,
23,09/03/19 10:00:00 PM,12.3447,53.100,12.3408,0.009,,,
24,09/03/19 10:30:00 PM,12.3452,53.274,12.3408,0.010,,,
25,09/03/19 11:00:00 PM,12.3436,53.274,12.3366,0.016,,,
26,09/03/19 11:30:00 PM,12.3452,53.274,12.3426,0.006,,,
27,09/04/19 12:00:00 AM,12.3436,53.274,12.3397,0.009,,,
28,09/04/19 12:30:00 AM,12.3436,53.274,12.3459,-0.005,,,
29,09/04/19 01:00:00 AM,12.3452,53.274,12.3430,0.005,,,
30,09/04/19 01:30:00 AM,12.3447,53.100,12.3456,-0.002,,,
31,09/04/19 02:00:00 AM,12.3417,53.100,12.3395,0.005,,,
32,09/04/19 02:30:00 AM,12.3376,53.274,12.3381,-0.001,,,
33,09/04/19 03:00:00 AM,12.3391,53.274,12.3308,0.019,,,
34,09/04/19 03:30:00 AM,12.3346,53.274,12.3340,0.001,,,
35,09/04/19 04:00:00 AM,12.3331,53.274,12.3324,0.002,,,
36,09/04/19 04:30:00 AM,12.3331,53.274,12.3308,0.005,,,
37,09/04/19 05:00:00 AM,12.3346,53.274,12.3334,0.003,,,
38,09/04/19 05:30:00 AM,12.3331,53.274,12.3328,0.001,,,
39,09/04/19 06:00:00 AM,12.3362,53.274,12.3318,0.010,,,
40,09/04/19 06:30:00 AM,12.3391,53.274,12.3313,0.018,,,
41,09/04/19 07:00:00 AM,12.3407,53.274,12.3359,0.011,,,
42,09/04/19 07:30:00 AM,12.3421,53.274,12.3375,0.011,,,
43,09/04/19 08:00:00 AM,12.3436,53.274,12.3472,-0.008,,,
44,09/04/19 08:30:00 AM,12.3466,53.274,12.3434,0.007,,,
45,09/04/19 09:00:00 AM,12.3466,53.274,12.3372,0.022,,,
46,09/04/19 09:30:00 AM,12.3452,53.274,12.3416,0.008,,,
47,09/04/19 10:00:00 AM,12.3452,53.274,12.3414,0.009,,,
48,09/04/19 10:30:00 AM,12.3407,53.274,12.3331,0.017,,,
49,09/04/19 11:00:00 AM,12.3421,53.274,12.3355,0.015,,,
50,09/04/19 11:30:00 AM,12.3391,53.274,12.3402,-0.003,,,
51,09/04/19 12:00:00 PM,12.3376,53.274,12.3385,-0.002,,,
52,09/04/19 12:30:00 PM,12.3362,53.274,12.3333,0.007,,,
53,09/04/19 01:00:00 PM,12.3331,53.274,12.3318,0.003,,,
54,09/04/19 01:30:00 PM,12.3301,53.274,12.3313,-0.003,,,
55,09/04/19 02:00:00 PM,12.3317,53.274,12.3253,0.015,,,
56,09/04/19 02:30:00 PM,12.3286,53.274,12.3207,0.018,,,
57,09/04/19 03:00:00 PM,12.3256,53.274,12.3233,0.005,,,
58,09/04/19 03:30:00 PM,12.3211,53.274,12.3233,-0.005,,,
59,09/04/19 04:00:00 PM,12.3211,53.274,12.3191,0.005,,,
60,09/04/19 04:30:00 PM,12.3197,53.274,12.3195,0.000,,,
61,09/04/19 05:00:00 PM,12.3197,53.274,12.3137,0.014,,,
62,09/04/19 05:30:00 PM,12.3197,53.274,12.3141,0.013,,,
63,09/04/19 06:00:00 PM,12.3197,53.274,12.3128,0.016,,,
64,09/04/19 06:30:00 PM,12.3166,53.274,12.3143,0.005,,,
65,09/04/19 07:00:00 PM,12.3197,53.274,12.3214,-0.004,,,
66,09/04/19 07:30:00 PM,12.3226,53.274,12.3144,0.019,,,
67,09/04/19 08:00:00 PM,12.3241,53.274,12.3278,-0.008,,,
68,09/04/19 08:30:00 PM,12.3272,53.274,12.3262,0.002,,,
69,09/04/19 09:00:00 PM,12.3286,53.274,12.3350,-0.015,,,
70,09/04/19 09:30:00 PM,12.3346,53.274,12.3321,0.006,,,
71,09/04/19 10:00:00 PM,12.3362,53.274,12.3288,0.017,,,
72,09/04/19 10:30:00 PM,12.3362,53.274,12.3304,0.013,,,
73,09/04/19 11:00:00 PM,12.3376,53.274,12.3353,0.005,,,
74,09/04/19 11:30:00 PM,12.3391,53.274,12.3356,0.008,,,
75,09/05/19 12:00:00 AM,12.3407,53.274,12.3360,0.011,,,
76,09/05/19 12:30:00 AM,12.3391,53.274,12.3360,0.007,,,
77,09/05/19 01:00:00 AM,12.3407,53.274,12.3402,0.001,,,
78,09/05/19 01:30:00 AM,12.3421,53.274,12.3394,0.006,,,
79,09/05/19 02:00:00 AM,12.3421,53.274,12.3389,0.007,,,
80,09/05/19 02:30:00 AM,12.3391,53.274,12.3346,0.010,,,
81,09/05/19 03:00:00 AM,12.3391,53.274,12.3347,0.010,,,
82,09/05/19 03:30:00 AM,12.3407,53.274,12.3379,0.006,,,
83,09/05/19 04:00:00 AM,12.3407,53.274,12.3417,-0.002,,,
84,09/05/19 04:30:00 AM,12.3407,53.274,12.3324,0.019,,,
85,09/05/19 05:00:00 AM,12.3407,53.274,12.3398,0.002,,,
86,09/05/19 05:30:00 AM,12.3421,53.274,12.3400,0.005,,,
87,09/05/19 06:00:00 AM,12.3421,53.274,12.3459,-0.009,,,
88,09/05/19 06:30:00 AM,12.3466,53.274,12.3523,-0.013,,,
89,09/05/19 07:00:00 AM,12.3497,53.274,12.3458,0.009,,,
90,09/05/19 07:30:00 AM,12.3526,53.274,12.3514,0.003,,,
91,09/05/19 08:00:00 AM,12.3571,53.274,12.3555,0.004,,,
92,09/05/19 08:30:00 AM,12.3571,53.274,12.3532,0.009,,,
93,09/05/19 09:00:00 AM,12.3587,53.274,12.3565,0.005,,,
94,09/05/19 09:30:00 AM,12.3571,53.274,12.3526,0.010,,,
95,09/05/19 10:00:00 AM,12.3556,53.274,12.3527,0.007,,,
96,09/05/19 10:30:00 AM,12.3542,53.274,12.3563,-0.005,,,
97,09/05/19 11:00:00 AM,12.3542,53.274,12.3540,0.000,,,
98,09/05/19 11:30:00 AM,12.3571,53.274,12.3619,-0.011,,,
99,09/05/19 12:00:00 PM,12.3571,53.274,12.3606,-0.008,,,
100,09/05/19 12:30:00 PM,12.3542,53.274,12.3581,-0.009,,,
101,09/05/19 01:00:00 PM,12.3601,53.274,12.3614,-0.003,,,
102,09/05/19 01:30:00 PM,12.3571,53.274,12.3624,-0.012,,,
103,09/05/19 02:00:00 PM,12.3571,53.274,12.3547,0.005,,,
104,09/05/19 02:30:00 PM,12.3542,53.274,12.3553,-0.003,,,
105,09/05/19 03:00:00 PM,12.3542,53.274,12.3563,-0.005,,,
106,09/05/19 03:30:00 PM,12.3497,53.274,12.3571,-0.017,,,
107,09/05/19 04:00:00 PM,12.3511,53.274,12.3485,0.006,,,
108,09/05/19 04:30:00 PM,12.3497,53.274,12.3532,-0.008,,,
109,09/05/19 05:00:00 PM,12.3466,53.274,12.3503,-0.008,,,
110,09/05/19 05:30:00 PM,12.3452,53.274,12.3466,-0.003,,,
111,09/05/19 06:00:00 PM,12.3481,53.274,12.3476,0.001,,,
112,09/05/19 06:30:00 PM,12.3511,53.274,12.3545,-0.008,,,
113,09/05/19 07:00:00 PM,12.3481,53.274,12.3543,-0.014,,,
114,09/05/19 07:30:00 PM,12.3497,53.274,12.3553,-0.013,,,
115,09/05/19 08:00:00 PM,12.3542,53.274,12.3539,0.001,,,
116,09/05/19 08:30:00 PM,12.3587,53.274,12.3555,0.007,,,
117,09/05/19 09:00:00 PM,12.3616,53.274,12.3620,-0.001,,,
118,09/05/19 09:30:00 PM,12.3616,53.274,12.3623,-0.002,,,
119,09/05/19 10:00:00 PM,12.3632,53.274,12.3668,-0.008,,,
120,09/05/19 10:30:00 PM,12.3661,53.274,12.3669,-0.002,,,
121,09/05/19 11:00:00 PM,12.3661,53.274,12.3629,0.007,,,
122,09/05/19 11:30:00 PM,12.3632,53.274,12.3597,0.008,,,
123,09/06/19 12:00:00 AM,12.3632,53.274,12.3611,0.005,,,
124,09/06/19 12:30:00 AM,12.3616,53.274,12.3629,-0.003,,,
125,09/06/19 01:00:00 AM,12.3632,53.274,12.3555,0.018,,,
126,09/06/19 01:30:00 AM,12.3632,53.274,12.3577,0.013,,,
127,09/06/19 02:00:00 AM,12.3632,53.274,12.3558,0.017,,,
128,09/06/19 02:30:00 AM,12.3601,53.274,12.3585,0.004,,,
129,09/06/19 03:00:00 AM,12.3587,53.274,12.3561,0.006,,,
130,09/06/19 03:30:00 AM,12.3587,53.274,12.3536,0.012,,,
131,09/06/19 04:00:00 AM,12.3601,53.274,12.3558,0.010,,,
132,09/06/19 04:30:00 AM,12.3616,53.274,12.3584,0.007,,,
133,09/06/19 05:00:00 AM,12.3587,53.274,12.3563,0.005,,,
134,09/06/19 05:30:00 AM,12.3616,53.274,12.3590,0.006,,,
135,09/06/19 06:00:00 AM,12.3691,53.274,12.3616,0.017,,,
136,09/06/19 06:30:00 AM,12.3691,53.274,12.3640,0.012,,,
137,09/06/19 07:00:00 AM,12.3736,53.274,12.3677,0.014,,,
138,09/06/19 07:30:00 AM,12.3781,53.274,12.3727,0.012,,,
139,09/06/19 08:00:00 AM,12.3797,53.274,12.3764,0.008,,,
140,09/06/19 08:30:00 AM,12.3826,53.274,12.3803,0.005,,,
141,09/06/19 09:00:00 AM,12.3842,53.274,12.3809,0.008,,,
142,09/06/19 09:30:00 AM,12.3856,53.274,12.3829,0.006,,,
143,09/06/19 10:00:00 AM,12.3856,53.274,12.3803,0.012,,,
144,09/06/19 10:30:00 AM,12.3856,53.274,12.3862,-0.001,,,
145,09/06/19 11:00:00 AM,12.3871,53.274,12.3884,-0.003,,,
146,09/06/19 11:30:00 AM,12.3887,53.274,12.3874,0.003,,,
147,09/06/19 12:00:00 PM,12.3887,53.274,12.3871,0.004,,,
148,09/06/19 12:30:00 PM,12.3887,53.274,12.3838,0.011,,,
149,09/06/19 01:00:00 PM,12.3861,53.449,12.3861,0.000,,,
150,09/06/19 01:30:00 PM,12.3842,53.274,12.3826,0.004,,,
151,09/06/19 02:00:00 PM,12.3811,53.274,12.3758,0.012,,,
152,09/06/19 02:30:00 PM,12.3816,53.449,12.3794,0.005,,,
153,09/06/19 03:00:00 PM,12.3801,53.449,12.3714,0.020,,,
154,09/06/19 03:30:00 PM,12.3771,53.449,12.3685,0.020,,,
155,09/06/19 04:00:00 PM,12.3756,53.449,12.3748,0.002,,,
156,09/06/19 04:30:00 PM,12.3785,53.449,12.3723,0.014,,,
157,09/06/19 05:00:00 PM,12.3771,53.449,12.3762,0.002,,,
158,09/06/19 05:30:00 PM,12.3785,53.449,12.3775,0.002,,,
159,09/06/19 06:00:00 PM,12.3801,53.449,12.3756,0.010,,,
160,09/06/19 06:30:00 PM,12.3816,53.449,12.3746,0.016,,,
161,09/06/19 07:00:00 PM,12.3830,53.449,12.3804,0.006,,,
162,09/06/19 07:30:00 PM,12.3830,53.449,12.3772,0.013,,,
163,09/06/19 08:00:00 PM,12.3875,53.449,12.3904,-0.007,,,
164,09/06/19 08:30:00 PM,12.3875,53.449,12.3894,-0.004,,,
165,09/06/19 09:00:00 PM,12.3920,53.449,12.3868,0.012,,,
166,09/06/19 09:30:00 PM,12.3920,53.449,12.3854,0.015,,,
167,09/06/19 10:00:00 PM,12.3875,53.449,12.3843,0.007,,,
168,09/06/19 10:30:00 PM,12.3846,53.449,12.3846,0.000,,,
169,09/06/19 11:00:00 PM,12.3846,53.449,12.3803,0.010,,,
170,09/06/19 11:30:00 PM,12.3830,53.449,12.3809,0.005,,,
171,09/07/19 12:00:00 AM,12.3816,53.449,12.3778,0.009,,,
172,09/07/19 12:30:00 AM,12.3785,53.449,12.3753,0.007,,,
173,09/07/19 01:00:00 AM,12.3740,53.449,12.3722,0.004,,,
174,09/07/19 01:30:00 AM,12.3740,53.449,12.3707,0.008,,,
175,09/07/19 02:00:00 AM,12.3726,53.449,12.3645,0.019,,,
176,09/07/19 02:30:00 AM,12.3695,53.449,12.3650,0.010,,,
177,09/07/19 03:00:00 AM,12.3681,53.449,12.3629,0.012,,,
178,09/07/19 03:30:00 AM,12.3650,53.449,12.3607,0.010,,,
179,09/07/19 04:00:00 AM,12.3620,53.449,12.3556,0.015,,,
180,09/07/19 04:30:00 AM,12.3606,53.449,12.3550,0.013,,,
181,09/07/19 05:00:00 AM,12.3575,53.449,12.3530,0.010,,,
182,09/07/19 05:30:00 AM,12.3561,53.449,12.3530,0.007,,,
183,09/07/19 06:00:00 AM,12.3575,53.449,12.3524,0.012,,,
184,09/07/19 06:30:00 AM,12.3575,53.449,12.3513,0.014,,,
185,09/07/19 07:00:00 AM,12.3575,53.449,12.3513,0.014,,,
186,09/07/19 07:30:00 AM,12.3546,53.449,12.3516,0.007,,,
187,09/07/19 08:00:00 AM,12.3530,53.449,12.3518,0.003,,,
188,09/07/19 08:30:00 AM,12.3516,53.449,12.3466,0.011,,,
189,09/07/19 09:00:00 AM,12.3501,53.449,12.3468,0.008,,,
190,09/07/19 09:30:00 AM,12.3471,53.449,12.3471,0.000,,,
191,09/07/19 10:00:00 AM,12.3440,53.449,12.3408,0.007,,,
192,09/07/19 10:30:00 AM,12.3411,53.449,12.3398,0.003,,,
193,09/07/19 11:00:00 AM,12.3366,53.449,12.3299,0.015,,,
194,09/07/19 11:30:00 AM,12.3336,53.449,12.3260,0.017,,,
195,09/07/19 12:00:00 PM,12.3320,53.449,12.3337,-0.004,,,
196,09/07/19 12:30:00 PM,12.3275,53.449,12.3265,0.002,,,
197,09/07/19 01:00:00 PM,12.3260,53.449,12.3234,0.006,,,
198,09/07/19 01:30:00 PM,12.3185,53.449,12.3154,0.007,,,
199,09/07/19 02:00:00 PM,12.3156,53.449,12.3134,0.005,,,
200,09/07/19 02:30:00 PM,12.3125,53.449,12.3102,0.005,,,
201,09/07/19 03:00:00 PM,12.3095,53.449,12.3011,0.019,,,
202,09/07/19 03:30:00 PM,12.3021,53.449,12.3004,0.004,,,
203,09/07/19 04:00:00 PM,12.3005,53.449,12.2999,0.001,,,
204,09/07/19 04:30:00 PM,12.2976,53.449,12.2967,0.002,,,
205,09/07/19 05:00:00 PM,12.2976,53.449,12.2972,0.001,,,
206,09/07/19 05:30:00 PM,12.2960,53.449,12.2879,0.019,,,
207,09/07/19 06:00:00 PM,12.2946,53.449,12.2947,-0.000,,,
208,09/07/19 06:30:00 PM,12.2960,53.449,12.2908,0.012,,,
209,09/07/19 07:00:00 PM,12.2960,53.449,12.2956,0.001,,,
210,09/07/19 07:30:00 PM,12.2946,53.449,12.2964,-0.004,,,
211,09/07/19 08:00:00 PM,12.2931,53.449,12.2963,-0.007,,,
212,09/07/19 08:30:00 PM,12.2960,53.449,12.2966,-0.001,,,
213,09/07/19 09:00:00 PM,12.3005,53.449,12.2940,0.015,,,
214,09/07/19 09:30:00 PM,12.2991,53.449,12.2951,0.009,,,
215,09/07/19 10:00:00 PM,12.2960,53.449,12.2970,-0.002,,,
216,09/07/19 10:30:00 PM,12.3005,53.449,12.2966,0.009,,,
217,09/07/19 11:00:00 PM,12.3005,53.449,12.2972,0.008,,,
218,09/07/19 11:30:00 PM,12.3036,53.449,12.3028,0.002,,,
219,09/08/19 12:00:00 AM,12.3036,53.449,12.3007,0.007,,,
220,09/08/19 12:30:00 AM,12.3050,53.449,12.3033,0.004,,,
221,09/08/19 01:00:00 AM,12.3080,53.449,12.3011,0.016,,,
222,09/08/19 01:30:00 AM,12.3021,53.449,12.2989,0.007,,,
223,09/08/19 02:00:00 AM,12.3021,53.449,12.3020,0.000,,,
224,09/08/19 02:30:00 AM,12.3036,53.449,12.2962,0.017,,,
225,09/08/19 03:00:00 AM,12.3036,53.449,12.2998,0.009,,,
226,09/08/19 03:30:00 AM,12.3036,53.449,12.3027,0.002,,,
227,09/08/19 04:00:00 AM,12.3021,53.449,12.2970,0.012,,,
228,09/08/19 04:30:00 AM,12.3050,53.449,12.3005,0.010,,,
229,09/08/19 05:00:00 AM,12.3021,53.449,12.2988,0.008,,,
230,09/08/19 05:30:00 AM,12.3036,53.449,12.3017,0.004,,,
231,09/08/19 06:00:00 AM,12.3066,53.449,12.2999,0.015,,,
232,09/08/19 06:30:00 AM,12.3050,53.449,12.3028,0.005,,,
233,09/08/19 07:00:00 AM,12.3095,53.449,12.3069,0.006,,,
234,09/08/19 07:30:00 AM,12.3080,53.449,12.3034,0.011,,,
235,09/08/19 08:00:00 AM,12.3111,53.449,12.3085,0.006,,,
236,09/08/19 08:30:00 AM,12.3080,53.449,12.3051,0.007,,,
237,09/08/19 09:00:00 AM,12.3066,53.449,12.3037,0.007,,,
238,09/08/19 09:30:00 AM,12.3050,53.449,12.3057,-0.002,,,
239,09/08/19 10:00:00 AM,12.3066,53.449,12.3053,0.003,,,
240,09/08/19 10:30:00 AM,12.3036,53.449,12.3057,-0.005,,,
241,09/08/19 11:00:00 AM,12.3005,53.449,12.3020,-0.003,,,
242,09/08/19 11:30:00 AM,12.2991,53.449,12.3002,-0.003,,,
243,09/08/19 12:00:00 PM,12.2960,53.449,12.2962,-0.000,,,
244,09/08/19 12:30:00 PM,12.2960,53.449,12.2931,0.007,,,
245,09/08/19 01:00:00 PM,12.2946,53.449,12.2918,0.006,,,
246,09/08/19 01:30:00 PM,12.2960,53.449,12.2950,0.002,,,
247,09/08/19 02:00:00 PM,12.2946,53.449,12.2904,0.010,,,
248,09/08/19 02:30:00 PM,12.2946,53.449,12.2867,0.018,,,
249,09/08/19 03:00:00 PM,12.2915,53.449,12.2872,0.010,,,
250,09/08/19 03:30:00 PM,12.2946,53.449,12.2925,0.005,,,
251,09/08/19 04:00:00 PM,12.2931,53.449,12.2925,0.001,,,
252,09/08/19 04:30:00 PM,12.2901,53.449,12.2853,0.011,,,
253,09/08/19 05:00:00 PM,12.2886,53.449,12.2883,0.001,,,
254,09/08/19 05:30:00 PM,12.2886,53.449,12.2888,-0.000,,,
255,09/08/19 06:00:00 PM,12.2915,53.449,12.2876,0.009,,,
256,09/08/19 06:30:00 PM,12.2901,53.449,12.2856,0.010,,,
257,09/08/19 07:00:00 PM,12.2931,53.449,12.2915,0.004,,,
258,09/08/19 07:30:00 PM,12.2976,53.449,12.2943,0.008,,,
259,09/08/19 08:00:00 PM,12.3005,53.449,12.2935,0.016,,,
260,09/08/19 08:30:00 PM,12.3036,53.449,12.3040,-0.001,,,
261,09/08/19 09:00:00 PM,12.3066,53.449,12.3022,0.010,,,
262,09/08/19 09:30:00 PM,12.3111,53.449,12.3091,0.005,,,
263,09/08/19 10:00:00 PM,12.3095,53.449,12.3079,0.004,,,
264,09/08/19 10:30:00 PM,12.3111,53.449,12.3076,0.008,,,
265,09/08/19 11:00:00 PM,12.3125,53.449,12.3079,0.011,,,
266,09/08/19 11:30:00 PM,12.3125,53.449,12.3049,0.018,,,
267,09/09/19 12:00:00 AM,12.3080,53.449,12.3069,0.003,,,
268,09/09/19 12:30:00 AM,12.3080,53.449,12.2992,0.020,,,
269,09/09/19 01:00:00 AM,12.3095,53.449,12.3018,0.018,,,
270,09/09/19 01:30:00 AM,12.3111,53.449,12.2992,0.027,,,
271,09/09/19 02:00:00 AM,12.3066,53.449,12.3017,0.011,,,
272,09/09/19 02:30:00 AM,12.3036,53.449,12.3001,0.008,,,
273,09/09/19 03:00:00 AM,12.3021,53.449,12.2983,0.009,,,
274,09/09/19 03:30:00 AM,12.3021,53.449,12.2967,0.012,,,
275,09/09/19 04:00:00 AM,12.3021,53.449,12.2957,0.015,,,
276,09/09/19 04:30:00 AM,12.3005,53.449,12.2979,0.006,,,
277,09/09/19 05:00:00 AM,12.2976,53.449,12.2870,0.024,,,
278,09/09/19 05:30:00 AM,12.2915,53.449,12.2848,0.015,,,
279,09/09/19 06:00:00 AM,12.2915,53.449,12.2867,0.011,,,
280,09/09/19 06:30:00 AM,12.2931,53.449,12.2902,0.007,,,
281,09/09/19 07:00:00 AM,12.2976,53.449,12.2902,0.017,,,
282,09/09/19 07:30:00 AM,12.2976,53.449,12.2946,0.007,,,
283,09/09/19 08:00:00 AM,12.2976,53.449,12.2899,0.018,,,
284,09/09/19 08:30:00 AM,12.2976,53.449,12.2885,0.021,,,
285,09/09/19 09:00:00 AM,12.2976,53.449,12.2902,0.017,,,
286,09/09/19 09:30:00 AM,12.2964,53.623,12.2941,0.005,,,
287,09/09/19 10:00:00 AM,12.2964,53.623,12.2921,0.010,,,
288,09/09/19 10:30:00 AM,12.2964,53.623,12.2876,0.020,,,
289,09/09/19 11:00:00 AM,12.2905,53.623,12.2906,-0.000,,,
290,09/09/19 11:30:00 AM,12.2844,53.623,12.2843,0.000,,,
291,09/09/19 12:00:00 PM,12.2830,53.623,12.2834,-0.001,,,
292,09/09/19 12:30:00 PM,12.2815,53.623,12.2740,0.017,,,
293,09/09/19 01:00:00 PM,12.2799,53.623,12.2793,0.001,,,
294,09/09/19 01:30:00 PM,12.2770,53.623,12.2738,0.007,,,
295,09/09/19 02:00:00 PM,12.2695,53.623,12.2653,0.010,,,
296,09/09/19 02:30:00 PM,12.2650,53.623,12.2568,0.019,,,
297,09/09/19 03:00:00 PM,12.2619,53.623,12.2596,0.005,,,
298,09/09/19 03:30:00 PM,12.2574,53.623,12.2570,0.001,,,
299,09/09/19 04:00:00 PM,12.2574,53.623,12.2550,0.006,,,
300,09/09/19 04:30:00 PM,12.2574,53.623,12.2577,-0.001,,,
301,09/09/19 05:00:00 PM,12.2590,53.623,12.2529,0.014,,,
302,09/09/19 05:30:00 PM,12.2560,53.623,12.2576,-0.004,,,
303,09/09/19 06:00:00 PM,12.2560,53.623,12.2567,-0.002,,,
304,09/09/19 06:30:00 PM,12.2529,53.623,12.2554,-0.006,,,
305,09/09/19 07:00:00 PM,12.2529,53.623,12.2566,-0.008,,,
306,09/09/19 07:30:00 PM,12.2529,53.623,12.2489,0.009,,,
307,09/09/19 08:00:00 PM,12.2574,53.623,12.2589,-0.003,,,
308,09/09/19 08:30:00 PM,12.2605,53.623,12.2576,0.007,,,
309,09/09/19 09:00:00 PM,12.2650,53.623,12.2561,0.020,,,
310,09/09/19 09:30:00 PM,12.2650,53.623,12.2618,0.007,,,
311,09/09/19 10:00:00 PM,12.2635,53.623,12.2603,0.007,,,
312,09/09/19 10:30:00 PM,12.2650,53.623,12.2587,0.014,,,
313,09/09/19 11:00:00 PM,12.2650,53.623,12.2571,0.018,,,
314,09/09/19 11:30:00 PM,12.2650,53.623,12.2619,0.007,,,
315,09/10/19 12:00:00 AM,12.2650,53.623,12.2579,0.016,,,
316,09/10/19 12:30:00 AM,12.2619,53.623,12.2599,0.005,,,
317,09/10/19 01:00:00 AM,12.2635,53.623,12.2584,0.012,,,
318,09/10/19 01:30:00 AM,12.2650,53.623,12.2629,0.005,,,
319,09/10/19 02:00:00 AM,12.2635,53.623,12.2579,0.013,,,
320,09/10/19 02:30:00 AM,12.2635,53.623,12.2609,0.006,,,
321,09/10/19 03:00:00 AM,12.2619,53.623,12.2619,0.000,,,
322,09/10/19 03:30:00 AM,12.2619,53.623,12.2551,0.016,,,
323,09/10/19 04:00:00 AM,12.2590,53.623,12.2525,0.015,,,
324,09/10/19 04:30:00 AM,12.2590,53.623,12.2560,0.007,,,
325,09/10/19 05:00:00 AM,12.2590,53.623,12.2566,0.006,,,
326,09/10/19 05:30:00 AM,12.2590,53.623,12.2535,0.013,,,
327,09/10/19 06:00:00 AM,12.2574,53.623,12.2522,0.012,,,
328,09/10/19 06:30:00 AM,12.2605,53.623,12.2553,0.012,,,
329,09/10/19 07:00:00 AM,12.2635,53.623,12.2584,0.012,,,
330,09/10/19 07:30:00 AM,12.2650,53.623,12.2609,0.009,,,
331,09/10/19 08:00:00 AM,12.2650,53.623,12.2656,-0.001,,,
332,09/10/19 08:30:00 AM,12.2664,53.623,12.2683,-0.004,,,
333,09/10/19 09:00:00 AM,12.2725,53.623,12.2708,0.004,,,
334,09/10/19 09:30:00 AM,12.2785,53.623,12.2732,0.012,,,
335,09/10/19 10:00:00 AM,12.2799,53.623,12.2760,0.009,,,
336,09/10/19 10:30:00 AM,12.2799,53.623,12.2795,0.001,,,
337,09/10/19 11:00:00 AM,12.2815,53.623,12.2770,0.010,,,
338,09/10/19 11:30:00 AM,12.2830,53.623,12.2888,-0.013,,,
339,09/10/19 12:00:00 PM,12.2815,53.623,12.2808,0.002,,,
340,09/10/19 12:30:00 PM,12.2830,53.623,12.2776,0.012,,,
341,09/10/19 01:00:00 PM,12.2875,53.623,12.2837,0.009,,,
342,09/10/19 01:30:00 PM,12.2830,53.623,12.2796,0.008,,,
343,09/10/19 02:00:00 PM,12.2799,53.623,12.2853,-0.012,,,
344,09/10/19 02:30:00 PM,12.2815,53.623,12.2815,0.000,,,
345,09/10/19 03:00:00 PM,12.2844,53.623,12.2828,0.004,,,
346,09/10/19 03:30:00 PM,12.2844,53.623,12.2860,-0.004,,,
347,09/10/19 04:00:00 PM,12.2860,53.623,12.2872,-0.003,,,
348,09/10/19 04:30:00 PM,12.2844,53.623,12.2821,0.005,,,
349,09/10/19 05:00:00 PM,12.2875,53.623,12.2867,0.002,,,
350,09/10/19 05:30:00 PM,12.2844,53.623,12.2798,0.011,,,
351,09/10/19 06:00:00 PM,12.2875,53.623,12.2905,-0.007,,,
352,09/10/19 06:30:00 PM,12.2875,53.623,12.2898,-0.005,,,
353,09/10/19 07:00:00 PM,12.2860,53.623,12.2851,0.002,,,
354,09/10/19 07:30:00 PM,12.2905,53.623,12.2930,-0.006,,,
355,09/10/19 08:00:00 PM,12.2950,53.623,12.2901,0.011,,,
356,09/10/19 08:30:00 PM,12.2995,53.623,12.3021,-0.006,,,
357,09/10/19 09:00:00 PM,12.3009,53.623,12.3022,-0.003,,,
358,09/10/19 09:30:00 PM,12.3025,53.623,12.3028,-0.001,,,
359,09/10/19 10:00:00 PM,12.3099,53.623,12.3043,0.013,,,
360,09/10/19 10:30:00 PM,12.3099,53.623,12.3099,0.000,,,
